Abacion magnum
Anodorhynchus leari
Anomochloa marantoidea
Anopheles merus
Anous minutus
Anomala octiescostata
Anodonta oregonensis
Anomala osakana
Anolis ortonii
Anolis punctatus
Anolis pulchellus
Anopheles quadriannulatus
Anopheles quadrimaculatus
Anomodon rugelii
Anolis sagrei
Anoplotrupes stercorosus
Anopheles sinensis
Anoplius samariensis
Anous stolidus
Anourosorex squamipes
Anopheles stephensi
Anolis trinitatis
Anolis transversalis
Anourosorex yamashinai
Anredera cordifolia
Anser albifrons
Anser canagicus
Anser caerulescens
Anser cygnoid
Anser fabalis
Ansellia gigantea
Anser indicus
Anser rossii
Anseranas semipalmata
Antholoba achates
Anthurium andraeanum
Anthoceros angustus
Antigone antigone
Anthophila alpinella
Antilocapra americana
Anthocercis angustifolia
Anthometrina adriani
Anthopleura asiatica
Anthocoris antevolens
Anthocharis bambusarum
Antechinus bellus
Antillogorgia bipinnata
Antidesma bunius
Anthocharis cardamines
Antilope cervicapra
Antaresia childreni
Antigone canadensis
Antrostomus carolinensis
Anthus cervinus
Antricola delacruzi
Antachara diminuta
Anthopleura elegantissima
Anthoptus epictetus
Anthophila fabriciana
Antechinus flavipes
Anthanassa frisia
Anthopleura fuscoviridis
Anthocleista grandiflora
Antrokoreana gracilipes
Anticarsia gemmatalis
Antilophia galeata
Antechinus godmani
Anthonomus grandis
Anthospermum herbaceum
Antirrhinum hispanicum
Anthopleura japonica
Antechinomys laniger
Antechinus leo
Anthericum liliago
Antirrhinum linkianum
Antonospora locustae
Antigonon leptopus
Antirhea lucida
Antirrhinum majus
Antheopsis maculata
Anthocharis midea
Antedon mediterranea
Antechinus minimus
Anthoscopus minutus
Antaresia maculosa
Antidorcas marsupialis
Anthocoris musculus
Anticlea multiferata
Anthoscopus musculus
Antheraea mylitta
Antechinus naso
Anthracothorax nigricollis
Anthidium oblongatum
Anthoxanthum odoratum
Antrozous pallidus
Antheraea pernyi
Antalis pilsbryi
Anthomyia pluvialis
Antheraea polyphemus
Anthropoides paradiseus
Antarctomyces psychrotrophicus
Anthoceros punctatus
Antitrogus parvulus
Antigone rubicunda
Antrophyum reticulatum
Antimora rostrata
Anthus rubescens
Anticollix sparsata
Anthurium scherzerianum
Anthus spinoletta
Anthopleura sola
Anthocharis scolymus
Antennarius striatus
Antechinus stuartii
Antechinus swainsonii
Anticlea vasiliata
Anthropoides virgo
Antrostomus vociferus
Antigone vipio
Anthracothorax viridis
Anthocercis viscosa
Anthopleura xanthogrammica
Antheraea yamamai
Anuroctonus phaiodactylus
Anyperodon leucogrammicus
Aonidiella aurantii
Aonyx capensis
Aonyx cinereus
Aotus azarae
Aotus lemurinus
Aotus nancymaae
Aotus nigriceps
Aotus trivirgatus
Aotus vociferans
Apamea amputatrix
Apacheria chiricahuensis
Apalone ferox
Apatides fortis
Apatura ilia
Apatura iris
Apaloderma narina
Apantesis nevadensis
Apalone spinifera
Apatelodes torrefacta
Apaloderma vittatum
Apeiba glabra
Apeiba tibourbou
Aphrophora alni
Aphanocladium album
Aphanius anatoliae
Aphidoletes aphidimyza
Aphyocypris arcus
Aphyosemion australe
Aphanotriccus audax
Aphelenchus avenae
Aphanizomenon baltica
Aphelocoma californica
Aphelocoma coerulescens
Aphonopelma chalcodes
Aphrophora cribrata
Aphidius colemani
Aphis craccivora
Aphodius depressus
Alphitonia excelsa
Aphidius ervi
Aphyosemion exigoideum
Aphis fabae
Aphanizomenon flos-aquae
Aphanius fasciatus
Aphanarthrum glabrum
Aphis glycines
Aphis gossypii
Aphanothece halophytica
Aphantopus hyperantus
Aphanius iberus
Aphanactis jamesoniana
Aphidius matricariae
Aphodius rufipes
Aphanothece sacrum
Aphonopelma seemanni
Aphelandra sinclairiana
Aphelocoma ultramarina
Aphrocallistes vastus
Apis cerana
Apis dorsata
Apiognomonia errabunda
Apis florea
Apium graveolens
Apis koschevnikovi
Apis mellifera
Apiomorpha minor
Aplysia californica
Aplidium conicum
Aplysina cauliformis
Aplysia dactylomela
Aplysia depilans
Aplysia fasciata
Aplodinotus grunniens
Aplysia juliana
Aplysia kurodai
Aplysia limacina
Aplysia parvula
Aplysia punctata
Aplodontia rufa
Aplysia vaccaria
Apodemus agrarius
Apodemus alpicola
Apocynum androsaemifolium
Apodemus argenteus
Apocrypta bakeri
Aporia bieti
Apocynum cannabinum
Apodemus chevrieri
Apocheima cinerarius
Apostichopus californicus
Apomys camiguinensis
Apoderus coryli
Apogonia cribricollis
Aporia crataegi
Apomys datae
Apodemus draco
Apodemus flavicollis
Apomys gracilirostris
Apomys hylocetes
Apomys insignis
Apodemus latronum
Apolygus lucorum
Apochrysa matsumurae
Apomys microdon
Apodemia mormo
Apomys musculus
Apodemus mystacinus
Apostichopus parvimensis
Apodemus peninsulae
Apolygus rhamnicola
Apomastus schlingeri
Apogon semilineatus
Apodemus speciosus
Apodemus semotus
Apolygus spinolae
Apodemus sylvaticus
Apolemichthys trimaculatus
Apodemus uralensis
Appalachioria falcifera
Aproteles bulmerae
Apriona germari
Apteronotus albifrons
Apterobittacus apterus
Apteryx australis
Aptenia cordifolia
Aptenodytes forsteri
Aptera fusca
Apteryx haastii
Apteryx owenii
Aptenodytes patagonicus
Apus apus
Apusomonas proboscidea
Aquila adalberti
Aquifex aeolicus
Aquilegia alpina
Aquaspirillum arcticum
Aquila audax
Aquilegia coerulea
Aquila chrysaetos
Aquarius cinereus
Aquilegia canadensis
Aquilaria crassna
Aquarius elongatus
Aquilegia formosa
Aquila heliaca
Aquatica lateralis
Aquilonastra minor
Aquarius najas
Aquarius paludum
Aquifex pyrophilus
Aquarius remigis
Aquaspirillum serpens
Aquilegia vulgaris
Araucaria araucana
Aratinga auricapillus
Arabidopsis arenosa
Arachniodes aristata
Arabis alpina
Araneus angulatus
Ara ararauna
Araptus attenuatus
Araneus bicentenarius
Arabis blepharophylla
Aralia chinensis
Aralia cordata
Araucaria cunninghamii
Aranda deborah
Araneus diadematus
Araniella displicata
Arachis duranensis
Aralia elata
Araecerus fasciculatus
Arabis flagellosa
Aramus guarauna
Arapaima gigas
Arabidopsis halleri
Araucaria heterophylla
Arabis hirsuta
Arachis hypogaea
Arachis ipaensis
Arabella iricolor
Arabitragus jayakari
Arabidopsis korshinskyi
Araschnia levana
Arabidopsis lyrata
Ara macao
Ara militaris
Araneus marmoreus
Araneus mitificus
Aratinga nenday
Arachnis picta
Arabis procurrens
Arabis pumila
Aralia racemosa
Araneus saevus
Arabis soyeri
Aralia spinosa
Arabidopsis suecica
Arabidopsis thaliana
Arawacus togarna
Araneus trifolium
Araneus ventricosus
Aratinga weddellii
Arbusculohypopterygium arbuscula
Arbutus canariensis
Arbacia dufresnii
Arbacia incisa
Arbacia lixula
Arborimus longicaudus
Arbutus menziesii
Arbacia punctulata
Arbanitis rapax
Arbanitis robertsi
Arborophila torqueola
Arbutus unedo
Arcopsis adamsi
Archilochus alexandri
Arctous alpina
Archips argyrospila
Arctocephalus australis
Arcobacter butzleri
Archelaphe bella
Arctictis binturong
Archips breviplicana
Arctocebus calabarensis
Archips cerasivorana
Arctonyx collaris
Archocentrus centrarchus
Archilochus colubris
Arcyptera coreana
Archidendron clypearia
Archaeoprepona demophon
Architeuthis dux
Arctopus echinatus
Archidendron ellipticum
Archips fervidana
Archaeoglobus fulgidus
Arctocephalus forsteri
Archaeon GW2011_AR13
Archaeon GW2011_AR3
Archaeon GW2011_AR4
Archaeon GW2011_AR15
Archaeon GW2011_AR16
Archaeon GW2011_AR10
Archaeon GW2011_AR20
Archaeon GW2011_AR11
Archaeon GW2011_AR21
Archaeon GW2011_AR18
Arctocephalus galapagoensis
Arctogadus glacialis
Archaeon GW2011_AR5
Arctocephalus gazella
Arcanobacterium haemolyticum
Arca imbricata
Arctica islandica
Arctoscopus japonicus
Arctium lappa
Archaeoglobus lithotrophicus
Arconaia lanceolata
Archboldomys luzonensis
Arctostaphylos manzanita
Arctium minus
Arcobacter nitrofigilis
Archaeoglobus profundus
Archaeoses pentasema
Arctocephalus philippii
Archosargus probatocephalus
Arctocephalus pusillus
Archips rosana
Arcuatula senhousia
Archips semiferana
Archimandrita tessellata
Arctocephalus townsendi
Arctogalidia trivirgata
Arctostaphylos uva-ursi
Archaeoglobus veneficus
Arca ventricosa
Arca zebra
Ardea alba
Ardeola bacchus
Ardenna bulleri
Ardenna carneipes
Ardenna creatopus
Ardea cinerea
Ardisia crenata
Ardenna grisea
Ardenna gravis
Ardea herodias
Ardea intermedia
Ardea modesta
Ardops nichollsi
Ardeotis nigriceps
Ardea purpurea
Ardenna tenuirostris
Arethusa bulbosa
Arenicola cristata
Arenaria drummondii
Arenaria interpres
Arenicola marina
Argas africolumbae
Argyrosomus amoyensis
Argyroneta aquatica
Argusianus argus
Argiope aurantia
Argiope bruennichi
Argyroxiphium caliginis
Arge cyanocrocea
Argyrochosma delicatula
Argyrochosma fendleri
Argopecten irradians
Argyrosomus japonicus
Argyroxiphium kauense
Argas lagenoplastis
Argemone mexicana
Argas miniatus
Argas monolakensis
Argemone munita
Arge nigripes
Argynnis paphia
Argopecten purpuratus
Argyrosomus regius
Argas reflexus
Argyroxiphium sandwicense
Argania spinosa
Argiope trifasciata
Arhodia lasiocamparia
Ariadne ariadne
Aristolochia arborea
Aricia agestis
Arius arius
Aristeus antennatus
Arianta arbustorum
Aricia artaxerxes
Aristolochia baetica
Aristea capitata
Aristolochia californica
Aristolochia clematitis
Aristolochia contorta
Aricia cramera
Aristolochia cucurbitifolia
Aristolochia cymbifera
Aristolochia debilis
Aristolochia elegans
Arizona elegans
Aristolochia eriantha
Arisaema flavum
Ariopsis felis
Aristolochia fimbriata
Ariteus flavescens
Aristolochia gigantea
Aristolochia gibertii
Aristea glauca
Aristolochia grandiflora
Ariomma indicum
Aristolochia kaempferi
Aristolochia liukiuensis
Ariomma lurida
Aristolochia macrophylla
Aristolochia manshuriensis
Aristolochia maxima
Aristolochia odoratissima
Aristolochia onoei
Aristolochia ovalifolia
Aristolochia peruviana
Aristolochia pilosa
Aristea platycaulis
Aristelliger praesignis
Aristolochia ringens
Aristolochia salvadorensis
Ariosoma shiroanago
Arisaema sikokianum
Aristolochia tagala
Aristolochia tricaudata
Aristolochia tomentosa
Arisaema tortuosum
Arisaema triphyllum
Aristolochia westlandii
Armillifer agkistrodontis
Armillifer armillatus
Armillaria gallica
Armadillidium lobocurvum
Armeria maritima
Armillaria mellea
Armadillo officinalis
Armillaria ostoyae
Armoracia rusticana
Armigeres subalbatus
Armillaria tabescens
Armadillidium vulgare
Arnica dealbata
Arnoglossus imperialis
Arnoseris minima
Arnica mollis
Arnoglossus thori
Aromatoleum aromaticum
Aronia arbutifolia
Aromatoleum evansii
Arothron hispidus
Arothron meleagris
Aromobates saltuensis
Arphia conspersa
Arpophyllum giganteum
Arphia pseudonietana
Arrhenatherum elatius
Arremonops rufivirgatus
Arrhamphus sclerolepis
Arripis trutta
Arracacia xanthorrhiza
Artemisia absinthium
Artibeus anderseni
Artocarpus altilis
Artibeus amplus
Artemisia annua
Artibeus aztecus
Arthropteris beckleri
Arthroderma benhamiae
Artemisiospiza belli
Artibeus cinereus
Arthrostemma ciliatum
Artibeus concolor
Artedius corallinus
Arthrobotrys dactyloides
Artibeus fimbriatus
Artanema fimbriatum
Artibeus fraterculus
Artibeus glaucus
Arthrobacter glacialis
Arthrobacter globiformis
Arthroderma gypseum
Artibeus hartii
Artocarpus heterophyllus
Artibeus hirsutus
Artabotrys hexapetalus
Artocarpus integer
Artibeus inopinatus
Artibeus intermedius
Artibeus jamaicensis
Arthrosaura kockii
Artamus leucorynchus
Artibeus lituratus
Arthrobotrys oligospora
Artibeus obscurus
Arthroderma otae
Artedidraco orianae
Artemia parthenogenetica
Arthrinium phaeospermum
Artibeus phaeotis
Artibeus planirostris
Arthrospira platensis
Arthroleptis poecilonotus
Arthrobacter pascens
Arthromyces ramosus
Arthrobacter ramosus
Artemia salina
Artemia franciscana
Arthrinium sacchari
Artemisia spiciformis
Artedia squamata
Artibeus toltecus
Artocarpus tonkinensis
Arthurdendyus triangulatus
Arthrobacter viscosus
Arthroleptella villiersi
Artemisia vulgaris
Aruncus dioicus
Arundo donax
Arum maculatum
Arvicola amphibius
Arvicanthis ansorgei
Arvicanthis niloticus
Arvicola sapidus
Arvicanthis somalicus
Arytainilla spartiophila
Asagena americana
Asarum canadense
Asaphidion curtum
Asarum caudatum
Asaphis dichotoma
Asarum europaeum
Asarum yakusimense
Ascaloptynx appendiculata
Asclepias curassavica
Asclepias exaltata
Ascobulla fragilis
Ascobolus immersus
Asclepias incarnata
Ascaris lumbricoides
Ascophyllum nodosum
Ascocoryne sarcoides
Ascalohybris subjacens
Ascaris suum
Asclepias syriaca
Ascogregarina taiwanensis
Ascaphus truei
Asclepias tuberosa
Asellus aquaticus
Ashbya aceri
Ashbya gossypii
Ashtoret lunaris
Asio flammeus
Asio otus
Asimina parviflora
Asimina triloba
Aslamidium semicirculare
Asota caricae
Asota heliconia
Asota plana
Asobara tabida
Aspergillus aculeatus
Asphodelus albus
Aspergillus amstelodami
Asplenium antiquum
Asplenium australasicum
Aspergillus awamori
Aspergillus brasiliensis
Aspergillus burnettii
Aspergillus carbonarius
Asplenium ceterach
Aspergillus clavatus
Asperula cynanchica
Aspergillus desertorum
Aspronema dorsivittatum
Aspergillus eucalypticola
Aspidistra elatior
Aspergillus flavus
Neosartorya fumigata
Aspergillus ficuum
Aspergillus fumisynnematus
Aspergillus giganteus
Aspergillus glaucus
Aspergillus homomorphus
Aspergillus japonicus
Aspergillus kawachii
Asperula laevigata
Aspergillus lacticoffeatus
Aspergillus luchuensis
Asphodeline lutea
Asparagus maritimus
Aspidites melanocephalus
Aspasma minima
Aspidomorphus muelleri
Aspergillus niger
Aspergillus neoniger
Asplenium nidus
Aspidytes niobe
Aspergillus nomius
Aspergillus oryzae
Asparagus officinalis
Aspergillus parasiticus
Aspergillus pseudoglaucus
Aspergillus phoenicis
Aspergillus pallidus
Aspergillus pseudotamarii
Aspidites ramsayi
Aspidapion radiolus
Aspergillus restrictus
Aspergillus rugulosus
Aspergillus sclerotiicarbonarius
Aspidelaps scutatus
Asplenium septentrionale
Aspergillus shirousami
Aspergillus sojae
Aspergillus terreus
Aspergillus tubingensis
Asplenium trichomanes
Aspidoscelis uniparens
Aspergillus vadensis
Aspergillus versicolor
Aspergillus viridinutans
Aspergillus wentii
Astyanax aeneus
Astatoreochromis alluaudi
Asterias amurensis
Astraptes anaphus
Astragalus alpinus
Astacus astacus
Astragalus bisulcatus
Astatotilapia calliptera
Asterocampa celtis
Asterocampa clyton
Asteromyia carbonifera
Asthenes dorbignyi
Asticcacaulis excentricus
Astyanax fasciatus
Astragalus falcatus
Asterias forbesi
Asterina gibbosa
Astragalus glycyphyllos
Astronium graveolens
Astrangia haimei
Astrebla lappacea
Asterocampa leilia
Astacus leptodactylus
Astrantia major
Astrospartus mediterraneus
Astragalus membranaceus
Astripomoea malvacea
Astragalus mongholicus
Astrocaryum murumuru
Astyanax mexicanus
Astreopora myriophthalma
Astronotus ocellatus
Astylosternus occidentalis
Astragalus pelecinus
Asterina phylactica
Astragalus penduliflorus
Astropecten polyacanthus
Astropyga radiata
Astrochelys radiata
Asterias rubens
Astrocaryum scopatum
Asterropteryx semipunctata
Astragalus sinicus
Asteropus simplex
Astrolonche serrata
Aster tataricus
Asterophrys turpicola
Asychis amphiglyptus
Ataxolepis apus
Atalopedes campestris
Atelerix albiventris
Atelerix algirus
Ateles belzebuth
Ateles chamek
Ateles fusciceps
Ateles geoffroyi
Atergatis integerrimus
Ateleopus japonicus
Atelocynus microtis
Ateles paniscus
Atelocyanobacterium thalassa
Atherina boyeri
Athene brama
Atheris ceratophora
Atheris chlorechis
Athene cunicularia
Athrotaxis cupressoides
Atheris desaixi
Athetis dissimilis
Atherinomorus endrachtensis
Athyrium filix-femina
Athroisma gracile
Athrotaxis laxifolia
Atherinomorus lacunosus
Athetis lepigone
Atherurus macrourus
Atheris nitschei
Athene noctua
Athalia rosae
Athrotaxis selaginoides
Atherinomorus stipes
Atheris squamigera
Atheresthes stomias
Athyma sulpitia
Atilax paludinosus
Atlantoraja castelnaui
Atlapetes fulviceps
Atlantibacter hermannii
Atlapetes melanopsis
Atopobium parvulum
Atractoscion aequidens
Atrophaneura alcinous
Atropa belladonna
Atractaspis bibronii
Atriplex canescens
Atrina chinensis
Atriplex calotheca
Atractaspis engaddensis
Atrina fragilis
Atriplex hortensis
Atractaspis irregularis
Atractylodes lancea
Atriplex lentiformis
Atractaspis micropholis
Atropoides nummifer
Atriplex nummularia
Atriplex patula
Atrina pectinata
Atropoides picadoi
Atriplex prostrata
Atrina rigida
Atrax robustus
Atriplex rosea
Atractosteus spatula
Atrax sutherlandi
Atractosteus tropicus
Atrina vexillum
Attacus atlas
Atteva aurea
Attalea butyracea
Atta cephalotes
Attagenus pellio
Attalea phalerata
Atteva pustulella
Atteva punctella
Attalea speciosa
Atule mate
Atyoida bisulcata
Atyaephyra desmarestii
Atya innocous
Atya lanipes
Atyoida pilipes
Atya scabra
Auchenoplax crinita
Aucuba japonica
Auchenoglanis occidentalis
Augacephalus ezendami
Auliscomys boliviensis
Aulostomus chinensis
Aulogymnus gallarum
Aulonocara hansbaenschi
Auliscomys micropus
Aulacomnium palustre
Auliscomys pictus
Aulogymnus skianeuros
Aulacorthum solani
Aulonocara stuartgranti
Aulactinia verrucosa
Auricularia auricula-judae
Aureococcus anophagefferens
Aurelia aurita
Aurigequula fasciata
Auriparus flaviceps
Aurelia labiata
Auriglobus modestus
Aurantimonas manganoxydans
Aureobasidium pullulans
Aureobasidium subglaciale
Auricularia subglabra
Austinograea alayseae
Austrosteenisia blackii
Austrocedrus chilensis
Austrolycus depressiceps
Austinogebia edulis
Australoheros facetus
Austrolycopodium fastigiatum
Austrophasma gansbaaiense
Austrobalanus imperator
Austrelaps labialis
Austrominius modestus
Austropotamobius pallipes
Austrocochlea porcata
Austromegabalanus psittacus
Austrophasma rawsonvillense
Austinograea rodriguezensis
Austrovenus stutchburyi
Austrelaps superbus
Austropotamobius torrentium
Australopyrum velutinum
Austrocylindropuntia vestita
Autographa gamma
Automate gardineri
Automeris io
Autochton longipennis
Autochton zarex
Auxenochlorella protothecoides
Auxenochlorella pyrenoidosa
Auxis rochei
Auxis thazard
Auxarthron zuffianum
Avahi cleesei
Avahi laniger
Avahi occidentalis
Avahi unicolor
Averrhoa carambola
Avena fatua
Avenella flexuosa
Avena nuda
Avena sativa
Avicularia aurantiaca
Avibacterium avium
Avibacterium gallinarum
Avicennia germinans
Avicularia juruensis
Avicennia marina
Avibacterium paragallinarum
Avicularia purpurea
Avibacterium volantium
Axis axis
Axinella corrugata
Axinella damicornis
Axinella dissimilis
Axinella polypoides
Axis porcinus
Axiothella rubrocincta
Axinella verrucosa
Axoclinus nigricaudus
Aythya affinis
Aythya americana
Aythya collaris
Aythya fuligula
Aythya marila
Aythya valisineria
Azadirachta indica
Azemiops feae
Azeta rhodogaster
Azospirillum brasilense
Azorhizobium caulinodans
Azolla filiculoides
Azospirillum lipoferum
Azomonas macrocytogenes
Azospira oryzae
Azorhizophilus paspali
Azotobacter salinestris
Azotobacter vinelandii
Babina adenopleura
Babakina anadoni
Babylonia areolata
Babyrousa babyrussa
Babesia bigemina
Babesia bovis
Babesia canis
Babesia caballi
Babycurus centrurimorphus
Babesia divergens
Babesia gibsoni
Babina holsti
Babesia hylomysci
Babylonia lutosa
Babesia microti
Babesia odocoilei
Babesia ovis
Babesia poelea
Babesia rodhaini
